id,content,prompt,A,B,C,D,E,answer
868,"Os produtos e seu consumo constituem a meta declarada do empreendimento tecnológico. Essa meta foi proposta pela primeira vez no início da Modernidade, como expectativa de que o homem poderia dominar a natureza. No entanto, essa expectativa, convertida em programa anunciado por pensadores como Descartes e Bacon e impulsionado pelo Iluminismo, não surgiu “de um prazer de poder”, “de um mero imperialismo humano”, mas da aspiração de libertar o homem e de enriquecer sua vida, física e culturalmente. ","Autores da filosofia moderna, notadamente Descartes e Bacon, e o projeto iluminista concebem a ciência como uma forma de saber que almeja libertar o homem das intempéries da natureza. Nesse contexto, a investigação científica consiste em",expor a essência da verdade e resolver definitivamente as disputas teóricas ainda existentes.,oferecer a última palavra acerca das coisas que existem e ocupar o lugar que outrora foi da filosofia.,ser a expressão da razão e servir de modelo para outras áreas do saber que almejam o progresso., explicitar as leis gerais que permitem interpretar a natureza e eliminar os discursos éticos e religiosos.,explicar a dinâmica presente entre os fenômenos naturais e impor limites aos debates acadêmicos.,C
869,"O Grandescompras é um site de compras coletivas do Brasil e surgiu devido a esta nova modalidade de comércio eletrônico que vem crescendo a cada dia no mundo, e também aqui no Brasil. As compras coletivas são a moda da vez, e para quem ainda não conhece esse sistema, ele já é bem popular nos Estados Unidos há muito tempo, vindo a se destacar aqui no Brasil após o início de 2010. O Grandescompras possui ofertas especiais que podem variar de 50% a 90%, de acordo com a quantidade de pessoas interessadas em adquirir o produto/serviço. Para se ter uma ideia, existem descontos em bares, restaurantes, salões de beleza e muitos outros lugares. ","O advento da internet produziu mudanças no comportamento dos consumidores e nas relações de compra e venda. Segundo o texto, a adesão dos consumidores ao site de compras coletivas pela internet está relacionada ao fato de que",a venda eletrônica constitui um modismo característico dos dias atuais.,o consumidor deseja realizar uma compra recorrendo a um meio fácil e seguro.,a diminuição do preço de um produto está relacionada ao aumento de sua procura.,os descontos em produtos exclusivos aumentam o prestígio social dos internautas.,a compra pela internet é uma prática recorrente entre moradores de países ricos.,C
870,"Na América do Sul, a principal orientação dos investimentos nas últimas décadas foi direcionada para aumentar a oferta de commodities agropecuárias e minerais no mercado mundial. Grande parte dessas commodities está sendo consumida na China e na Índia, que são países que apresentam um rápido crescimento urbano com uma substancial mudança da distribuição territorial de suas numerosas populações. Soja, minério de ferro, alumínio, petróleo e, mais recentemente, biocombustíveis integram a pauta de exportações das nações sulamericanas. ",O principal risco econômico para os países da América do Sul dependentes da comercialização dos produtos mencionados no texto é o(a),surgimento de fontes energéticas renováveis.,instabilidade do preço dos produtos primários.,distância dos principais parceiros comerciais.,concorrência de economias emergentes asiáticas.,esgotamento das reservas de combustíveis fósseis.,B
871,"A reestruturação global da indústria, condicionada pelas estratégias de gestão global da cadeia de valor dos grandes grupos transnacionais, promoveu um forte deslocamento do processo produtivo, até mesmo de plantas industriais inteiras, e redirecionou os fluxos de produção e de investimento. Entretanto, o aumento da participação dos países em desenvolvimento no produto global deu-se de forma bastante assimétrica quando se compara o dinamismo dos países do leste asiático com o dos demais países, sobretudo os latino-americanos, no período 1980-2000. SARTI, F.; HIRATUKA, C. Indústria mundial: mudanças e tendências recentes. Campinas: Unicamp, n. 186, dez. 2010. ",   A dinâmica de transformação da geografia das indústrias descrita expõe a complementaridade entre dispersão espacial e   ,autonomia tecnológica.,crises de abastecimento.,descentralização política.,concentração econômica.,compartilhamento de lucros.,D
872,"A utilização dos métodos da Revolução Verde (RV) fez com que aumentasse dramaticamente a produção mundial de alimentos nas quatro últimas décadas, tanto assim que agora se produz comida suficiente para alimentar todas as pessoas do mundo. Mas o fundamental é que, apesar de todo esse avanço, a fome continua a assolar vastas regiões do planeta. ",O texto considera que para erradicar a fome é necessário,distribuir a renda. ,expandir a lavoura., estimular a migração. ,aumentar a produtividade. ,desenvolver a infraestrutura.,A
873,"É comum aos fotógrafos tirar fotos coloridas em ambiente iluminados por lampadas fluorescentes, que contêm uma forte composição de luz verde. A consequências desse fato na fotografia é que todos os objetos claros, principalmente os brancos, aparecerão esverdeados. Para equilibrar as cores, deve-se usar um filtro adequado para diminuir a intensidade da luz verde que chega aos sensores da câmera fotográfica. Na escolha desse filtro, utiliza-se o conhecimento da composição das cores-luz primárias: vermelho, verde e azul; e das cores-luz secundárias: amarelo = vermelho + verde, ciano = verde + azul e magenta = vermelho + azul. ","Na situação descrita, qual deve ser o filtro utilizado para que a fotografia apresente as cores naturais dos objetos?",Ciano.,Verde.,Amarelo.,Magenta.,Vermelho.,D
874,"Em 1961, o presidente De Gaulle apelou com êxito aos recrutas franceses contra o golpe militar dos seus comandados, porque os soldados podiam ouvi-lo em rádios portáteis. Na década de 1970, os discursos do aiatolá Khomeini, líder exilado da futura Revolução Iraniana, eram gravados em fita magnética e prontamente levados para o Irã, copiados e difundidos. ",Os exemplos mencionados no texto evidenciam um uso dos meios de comunicação identificado na,manipulação da vontade popular.,promoção da mobilização política.,insubordinação das tropas multares.,implantação de governos autoritários.,valorização dos socialmente desfavorecidos.,B
875,"Vi os homens sumirem-se numa grande tristeza. Os melhores cansaram-se das suas obras. Proclamou-se uma doutrina e com ela circulou uma crença: Tudo é oco, tudo é igual, tudo passou! O nosso trabalho foi inútil; o nosso vinho tornou-se veneno; o mau olhado amareleceu-nos os campos e os corações. Secamos de todo, e se caísse fogo em cima de nós, as nossas cinzas voariam em pó. Sim; cansamos o próprio fogo. Todas as fontes secaram para nós, e o mar retirou-se. Todos os solos se querem abrir, mas os abismos não nos querem tragar! ","O texto exprime uma construção alegórica, que traduz um entendimento da doutrina niilista, uma vez que",reforça a liberdade do cidadão.,desvela os valores do cotidiano.,exorta as relações de produção.,destaca a decadência da cultura.,amplifica o sentimento de ansiedade.,D
876,"Uma luz na evolução Dois fósseis descobertos na África do Sul, dotados de inusitada combinação de características arcaicas e modernas, podem ser ancestrais diretos do homem Os últimos quinze dias foram excepcionais para o estudo das origens do homem. No fim de março, uma falange fossilizada encontrada na Sibéria revelou uma espécie inteiramente nova de hominídeo que existia há 50 000 anos. Na semana passada, cientistas da Universidade de Witwatersrand, na África do Sul, anunciaram uma descoberta similar. São duas as ossadas bastante completas ― a de um menino de 12 anos e a de uma mulher de 30 ― encontradas na caverna Malapa, a 40 quilômetros de Johannesburgo. Devido à abundância de fósseis, a região é conhecida como Berço da Humanidade. ","Sabe-se que as funções da linguagem são reconhecidas por meio de recursos utilizados segundo a produção do autor, que, nesse texto, centra seu objetivo","na linguagem utilizada, ao enfatizar a maneira como o texto foi escrito, sua estrutura e organização.","em si mesmo, ao enfocar suas emoções e sentimentos diante das descobertas feitas.","no leitor do texto, ao tentar convencê-lo a praticar uma ação, após sua leitura. ","no canal de comunicação utilizado, ao querer certificar-se do entendimento do leitor. ","no conteúdo da mensagem, ao transmitir uma informação ao leitor.",E
877,"Entrevista com Marcos Bagno Pode parecer inacreditável, mas muitas das prescrições da pedagogia tradicional da língua até hoje se baseiam nos usos que os escritores portugueses do século XIX faziam da língua. Se tantas pessoas condenam, por exemplo, o uso do verbo “ter” no lugar de “haver”, como em “hoje tem feijoada”, é simplesmente porque os portugueses, em dado momento da história de sua língua, deixaram de fazer esse uso existencial do verbo “ter”. No entanto, temos registros escritos da época medieval em que aparecem centenas desses usos. Se nós, brasileiros, assim como os falantes africanos de português, usamos até hoje o verbo “ter” como existencial é porque recebemos esses usos de nossos ex-colonizadores. Não faz sentido imaginar que brasileiros, angolanos e moçambicanos decidiram se juntar para “errar” na mesma coisa. E assim acontece com muitas outras coisas: regências verbais, colocação pronominal, concordâncias nominais e verbais etc. Temos uma língua própria, mas ainda somos obrigados a seguir uma gramática normativa de outra língua diferente. Às vésperas de comemorarmos nosso bicentenário de independência, não faz sentido continuar rejeitando o que é nosso para só aceitar o que vem de fora. Não faz sentido rejeitar a língua de 190 milhões de brasileiros para só considerar certo o que é usado por menos de dez milhões de portugueses. Só na cidade de São Paulo temos mais falantes de português que em toda a Europa! ","Na entrevista, o autor defende o uso de formas linguísticas coloquiais e faz uso da norma padrão em toda a extensão do texto. Isso pode ser explicado pelo fato de que ele","adapta o nível de linguagem à situação comunicativa, uma vez que o gênero entrevista requer o uso da norma padrão.","apresenta argumentos carentes de comprovação científica e, por isso, defende um ponto de vista difícil de ser verificado na materialidade do texto.","propõe que o padrão normativo deve ser usado por falantes escolarizados como ele, enquanto a norma coloquial deve ser usada por falantes não escolarizados.","acredita que a língua genuinamente brasileira está em construção, o que o obriga a incorporar em seu cotidiano a gramática normativa do português europeu.",defende que a quantidade de falantes do português brasileiro ainda é insuficiente para acabar com a hegemonia do antigo colonizador.,A
